,Start,Velocity,Note,Duration
0,0.0,64,40.0,0.666667
1,0.666667,64,41.0,1.333334
2,2.0,64,43.0,0.666667
3,2.666667,64,44.0,0.666667
4,3.333333,64,41.0,0.666667
5,4.0,64,43.0,0.666667
6,5.333333,64,43.1,0.666667
7,6.666667,64,43.0,0.666667
8,7.333333,64,45.4,0.666667
9,8.0,64,46.0,0.666667
10,8.666667,64,41.0,0.666667
11,9.333333,64,41.3,0.666667
12,10.0,64,43.0,0.666667
13,10.666667,64,43.1,0.666667
14,11.333333,64,45.0,0.666667
15,12.666667,64,47.8,0.666667
16,13.333333,64,48.8,0.666667
17,14.666667,64,45.4,0.666667
18,15.333333,64,47.6,0.666667
19,16.0,64,46.4,0.666667
20,16.666667,64,47.5,0.666667
21,17.333333,64,53.0,0.666667
22,18.0,64,50.2,0.666667
23,18.666667,64,51.2,0.666667
24,19.333333,64,45.8,0.666667
25,20.0,64,46.0,0.666667
26,20.666667,64,50.0,0.666667
27,21.333333,64,45.5,0.666667
28,22.0,64,50.6,0.666667
29,22.666667,64,45.0,0.666667
30,23.333333,64,40.6,0.666667
31,24.0,64,41.6,0.666667
32,24.666667,64,36.2,0.666667
33,25.333333,64,36.5,0.666667
34,26.666667,64,36.8,0.666667
35,27.333333,64,36.5,0.666667
36,28.666667,64,45.4,1.333334
37,30.666667,64,46.0,0.666667
38,32.0,64,46.0,0.666667
39,33.333333,64,47.5,0.666667
40,34.0,64,43.0,0.666667
41,34.666667,64,41.0,0.666667
42,35.333333,64,40.7,0.666667
43,36.0,64,38.2,0.666667
44,36.666667,64,45.4,0.666667
45,37.333333,64,45.5,0.666667
46,38.0,64,45.0,0.666667
47,38.666667,64,45.8,0.666667
48,39.333333,64,40.6,0.666667
49,40.0,64,36.8,0.666667
50,41.333333,64,38.0,0.666667
51,42.0,64,43.4,0.666667
52,42.666667,64,43.1,0.666667
53,43.333333,64,41.0,0.666667
54,44.0,64,38.6,0.666667
55,44.666667,64,38.2,0.666667
56,45.333333,64,46.4,0.666667
57,46.0,64,45.5,0.666667
58,46.666667,64,41.3,0.666667
59,47.333333,64,41.0,0.666667
60,48.0,64,41.6,0.666667
61,48.666667,64,38.9,0.666667
62,49.333333,64,36.2,0.666667
63,50.0,64,47.8,1.333334
64,51.333333,64,47.9,0.666667
65,52.0,64,36.2,0.666667
66,53.333333,64,36.8,0.666667
67,54.0,64,41.0,0.666667
68,54.666667,64,36.5,0.666667
69,55.333333,64,47.8,0.666667
70,56.0,64,39.2,0.666667
71,56.666667,64,45.0,0.666667
72,57.333333,64,45.4,0.666667
73,58.666667,64,45.4,0.666667
74,60.0,64,40.0,0.666667
75,60.666667,64,45.4,0.666667
76,61.333333,64,46.0,0.666667
77,62.0,64,43.7,0.666667
78,62.666667,64,43.4,0.666667
79,63.333333,64,47.8,0.666667
80,64.0,64,47.9,0.666667
81,64.666667,64,45.0,0.666667
82,66.0,64,43.0,1.333334
83,68.0,64,43.0,0.666667
84,68.666667,64,46.1,0.666667
85,69.333333,64,41.0,0.666667
86,70.0,64,47.5,0.666667
87,70.666667,64,40.7,0.666667
88,71.333333,64,40.6,0.666667
89,72.0,64,38.2,0.666667
90,72.666667,64,38.9,0.666667
91,73.333333,64,45.4,0.666667
92,74.0,64,36.5,0.666667
93,74.666667,64,39.2,0.666667
94,75.333333,64,38.6,0.666667
95,76.0,64,45.0,0.666667
96,76.666667,64,47.6,0.666667
97,77.333333,64,36.8,0.666667
98,78.0,64,36.5,0.666667
99,78.666667,64,36.2,0.666667
100,80.0,64,36.8,0.666667
101,80.666667,64,38.6,0.666667
102,82.0,64,47.8,0.666667
103,82.666667,64,36.8,0.666667
104,83.333333,64,47.5,0.666667
105,84.0,64,46.0,0.666667
106,85.333333,64,45.5,0.666667
107,86.666667,64,37.0,0.666667
108,87.333333,64,38.2,0.666667
109,88.0,64,38.6,0.666667
110,88.666667,64,43.7,0.666667
111,89.333333,64,43.4,0.666667
112,90.0,64,38.2,0.666667
113,90.666667,64,47.6,0.666667
114,91.333333,64,45.0,0.666667
115,92.0,64,45.5,0.666667
116,92.666667,64,40.6,1.333334
117,94.666667,64,41.0,0.666667
118,95.333333,64,45.5,0.666667
119,96.0,64,41.6,0.666667
120,96.666667,64,45.8,0.666667
121,97.333333,64,50.9,0.666667
122,98.0,64,55.0,0.666667
123,98.666667,64,56.0,0.666667
124,99.333333,64,50.9,0.666667
125,100.0,64,47.8,0.666667
126,100.666667,64,43.1,0.666667
127,101.333333,64,44.0,0.666667
128,102.0,64,41.0,0.666667
129,102.666667,64,47.9,0.666667
130,103.333333,64,38.0,0.666667
131,104.0,64,36.2,0.666667
132,104.666667,64,36.5,0.666667
133,105.333333,64,36.2,0.666667
134,106.666667,64,36.8,0.666667
135,107.333333,64,40.4,0.666667
136,108.0,64,41.0,0.666667
137,108.666667,64,45.4,0.666667
138,109.333333,64,44.0,0.666667
139,110.0,64,38.6,0.666667
140,110.666667,64,47.8,0.666667
141,112.0,64,39.2,0.666667
142,113.333333,64,47.5,0.666667
143,114.0,64,47.8,0.666667
144,114.666667,64,46.0,0.666667
145,115.333333,64,45.5,0.666667
146,116.0,64,45.8,0.666667
147,116.666667,64,40.6,0.666667
148,117.333333,64,41.6,0.666667
149,118.0,64,45.0,0.666667
150,119.333333,64,50.2,0.666667
151,120.0,64,51.2,0.666667
152,121.333333,64,48.2,0.666667
153,122.0,64,45.5,0.666667
154,122.666667,64,46.0,0.666667
155,123.333333,64,44.5,0.666667
156,124.0,64,43.7,0.666667
157,124.666667,64,40.6,0.666667
158,125.333333,64,36.8,0.666667
159,126.0,64,38.3,0.666667
160,126.666667,64,36.5,0.666667
161,127.333333,64,47.9,1.333334
162,128.666667,64,38.0,0.666667
163,129.333333,64,45.0,0.666667
164,130.0,64,43.0,0.666667
165,130.666667,64,46.4,0.666667
166,131.333333,64,40.7,0.666667
167,132.0,64,43.0,0.666667
168,133.333333,64,43.0,0.666667
169,134.0,64,41.0,0.666667
170,135.333333,64,45.4,0.666667
171,136.0,64,44.0,0.666667
172,136.666667,64,48.5,0.666667
173,137.333333,64,46.1,0.666667
174,138.666667,64,43.1,0.666667
175,140.0,64,44.5,0.666667
176,140.666667,64,47.8,0.666667
177,141.333333,64,46.4,0.666667
178,142.0,64,48.2,0.666667
179,142.666667,64,47.9,0.666667
180,143.333333,64,45.4,0.666667
181,144.0,64,45.5,0.666667
182,144.666667,64,45.0,0.666667
183,145.333333,64,50.9,0.666667
184,146.0,64,50.2,0.666667
185,146.666667,64,48.8,0.666667
186,148.0,64,48.5,0.666667
187,148.666667,64,47.6,0.666667
188,149.333333,64,45.5,0.666667
189,150.0,64,40.0,0.666667
190,150.666667,64,38.6,0.666667
191,151.333333,64,40.6,0.666667
192,152.0,64,39.2,0.666667
193,152.666667,64,43.4,0.666667
194,153.333333,64,46.0,0.666667
195,154.0,64,50.0,0.666667
196,154.666667,64,48.8,0.666667
197,155.333333,64,50.6,0.666667
198,156.0,64,48.5,0.666667
199,156.666667,64,43.0,0.666667
200,157.333333,64,48.2,0.666667
201,158.0,64,53.0,0.666667
202,158.666667,64,52.7,0.666667
203,160.0,64,49.0,0.666667
204,160.666667,64,53.0,0.666667
205,161.333333,64,50.6,0.666667
206,162.0,64,50.2,0.666667
207,162.666667,64,53.6,0.666667
208,164.0,64,47.8,0.666667
209,165.333333,64,48.8,0.666667
210,166.666667,64,47.5,0.666667
211,167.333333,64,52.6,0.666667
212,168.0,64,51.2,0.666667
213,168.666667,64,48.2,0.666667
214,169.333333,64,47.9,0.666667
215,170.0,64,43.0,0.666667
216,170.666667,64,45.5,0.666667
217,171.333333,64,45.0,0.666667
218,172.666667,64,43.0,0.666667
219,173.333333,64,41.0,0.666667
220,174.666667,64,45.5,0.666667
221,175.333333,64,47.6,0.666667
222,176.0,64,50.6,0.666667
223,176.666667,64,52.7,0.666667
224,177.333333,64,55.7,0.666667
225,178.0,64,57.4,0.666667
226,178.666667,64,58.4,0.666667
227,179.333333,64,55.4,0.666667
228,180.0,64,53.0,0.666667
229,180.666667,64,50.0,0.666667
230,181.333333,64,47.6,0.666667
231,182.0,64,50.6,0.666667
232,182.666667,64,45.0,0.666667
233,183.333333,64,47.8,0.666667
234,184.0,64,45.5,0.666667
235,184.666667,64,41.0,0.666667
236,185.333333,64,40.6,0.666667
237,186.666667,64,40.6,0.666667
238,187.333333,64,36.5,0.666667
239,188.666667,64,47.8,0.666667
240,189.333333,64,39.2,0.666667
241,190.0,64,45.0,0.666667
242,190.666667,64,45.5,0.666667
243,192.0,64,47.9,0.666667
244,193.333333,64,45.8,0.666667
245,194.0,64,50.2,0.666667
246,194.666667,64,50.9,0.666667
247,195.333333,64,45.8,0.666667
248,196.0,64,45.5,0.666667
249,196.666667,64,40.6,0.666667
250,197.333333,64,36.2,0.666667
251,198.0,64,45.0,0.666667
252,198.666667,64,38.9,0.666667
253,199.333333,64,40.6,0.666667
254,200.0,64,36.8,0.666667
255,201.333333,64,43.1,0.666667
256,202.0,64,43.4,0.666667
257,202.666667,64,44.0,0.666667
258,203.333333,64,47.5,0.666667
259,204.0,64,41.0,0.666667
260,204.666667,64,43.0,0.666667
261,205.333333,64,46.4,0.666667
262,206.0,64,41.0,0.666667
263,206.666667,64,43.4,0.666667
264,207.333333,64,41.0,0.666667
265,208.0,64,46.4,0.666667
266,208.666667,64,50.9,0.666667
267,209.333333,64,48.5,0.666667
268,210.0,64,45.4,0.666667
269,210.666667,64,48.2,0.666667
270,211.333333,64,50.6,0.666667
271,212.0,64,50.3,0.666667
272,213.333333,64,45.5,0.666667
273,214.0,64,41.0,0.666667
274,214.666667,64,40.4,0.666667
275,215.333333,64,43.0,0.666667
276,216.0,64,41.0,0.666667
277,216.666667,64,37.0,0.666667
278,217.333333,64,46.0,0.666667
279,218.666667,64,44.0,0.666667
280,220.0,64,37.0,0.666667
281,220.666667,64,40.6,0.666667
282,221.333333,64,39.2,0.666667
283,222.0,64,45.8,0.666667
284,222.666667,64,46.1,0.666667
285,223.333333,64,38.2,0.666667
286,224.0,64,39.2,0.666667
287,224.666667,64,45.0,0.666667
288,226.0,64,50.2,0.666667
289,226.666667,64,47.5,0.666667
290,228.0,64,47.8,0.666667
291,228.666667,64,46.1,0.666667
292,229.333333,64,46.0,0.666667
293,230.0,64,45.5,1.333334
294,231.333333,64,47.8,0.666667
295,232.0,64,45.8,0.666667
296,232.666667,64,50.6,0.666667
297,233.333333,64,52.6,0.666667
298,234.0,64,48.5,0.666667
299,234.666667,64,53.6,0.666667
300,235.333333,64,50.6,0.666667
301,236.0,64,45.0,0.666667
302,236.666667,64,45.4,0.666667
303,237.333333,64,46.4,0.666667
304,238.0,64,41.0,0.666667
305,238.666667,64,41.3,0.666667
306,240.0,64,40.0,0.666667
307,240.666667,64,38.6,0.666667
308,242.0,64,45.4,1.333334
309,243.333333,64,38.9,0.666667
310,244.0,64,46.0,0.666667
311,245.333333,64,46.0,0.666667
312,246.666667,64,44.5,0.666667
313,247.333333,64,43.0,0.666667
314,248.0,64,43.7,0.666667
315,248.666667,64,38.3,0.666667
316,249.333333,64,38.6,0.666667
317,250.0,64,47.8,0.666667
318,250.666667,64,47.6,0.666667
319,251.333333,64,45.0,0.666667
320,252.0,64,38.3,0.666667
321,252.666667,64,40.6,0.666667
322,253.333333,64,39.2,0.666667
323,254.666667,64,47.9,0.666667
324,255.333333,64,45.5,0.666667
325,256.0,64,44.0,0.666667
326,256.666667,64,47.9,0.666667
327,257.333333,64,38.0,0.666667
328,258.0,64,38.2,0.666667
329,258.666667,64,36.8,0.666667
330,259.333333,64,43.1,0.666667
331,260.0,64,43.0,0.666667
332,260.666667,64,43.1,0.666667
333,261.333333,64,46.4,0.666667
334,262.0,64,41.0,0.666667
335,262.666667,64,40.7,0.666667
336,263.333333,64,47.8,0.666667
337,264.0,64,46.4,0.666667
338,264.666667,64,45.5,0.666667
339,265.333333,64,45.8,0.666667
340,266.666667,64,44.5,0.666667
341,267.333333,64,40.4,0.666667
342,268.0,64,41.0,0.666667
343,268.666667,64,45.4,0.666667
344,269.333333,64,44.0,0.666667
345,270.0,64,41.0,0.666667
346,270.666667,64,45.4,0.666667
347,272.0,64,44.0,0.666667
348,273.333333,64,40.0,0.666667
349,274.0,64,43.0,0.666667
350,274.666667,64,46.0,0.666667
351,275.333333,64,41.3,0.666667
352,276.0,64,41.0,0.666667
353,276.666667,64,47.8,0.666667
354,277.333333,64,39.2,0.666667
355,278.0,64,45.0,0.666667
356,279.333333,64,40.6,0.666667
357,280.0,64,39.2,0.666667
358,281.333333,64,38.6,0.666667
359,282.0,64,45.5,0.666667
360,282.666667,64,46.4,0.666667
361,283.333333,64,44.5,0.666667
362,284.0,64,36.2,0.666667
363,284.666667,64,38.2,0.666667
364,285.333333,64,39.2,0.666667
365,286.0,64,36.5,0.666667
366,286.666667,64,46.0,0.666667
367,287.333333,64,47.9,0.666667
368,288.0,64,46.4,0.666667
369,288.666667,64,38.0,0.666667
370,289.333333,64,45.0,0.666667
371,290.0,64,47.8,0.666667
372,290.666667,64,38.9,0.666667
373,291.333333,64,46.1,0.666667
374,292.0,64,45.8,0.666667
375,293.333333,64,45.4,0.666667
376,294.0,64,41.0,0.666667
377,295.333333,64,38.2,0.666667
378,296.0,64,36.5,0.666667
379,297.333333,64,47.6,0.666667
380,298.666667,64,45.5,0.666667
381,300.0,64,40.0,0.666667
382,300.666667,64,47.8,0.666667
383,301.333333,64,38.6,0.666667
384,302.0,64,38.3,0.666667
385,302.666667,64,38.6,0.666667
386,303.333333,64,45.4,0.666667
387,304.0,64,45.5,0.666667
388,304.666667,64,45.0,0.666667
389,305.333333,64,43.4,0.666667
390,306.0,64,45.4,0.666667
391,306.666667,64,46.0,0.666667
392,308.0,64,38.0,0.666667
393,308.666667,64,47.6,0.666667
394,309.333333,64,36.8,0.666667
395,310.0,64,43.7,0.666667
396,310.666667,64,38.6,0.666667
397,311.333333,64,43.0,0.666667
398,312.0,64,46.4,0.666667
399,312.666667,64,43.1,0.666667
400,313.333333,64,43.0,0.666667
401,314.0,64,38.0,0.666667
402,314.666667,64,36.2,0.666667
403,315.333333,64,38.6,0.666667
404,316.0,64,41.0,0.666667
405,316.666667,64,40.6,0.666667
406,317.333333,64,40.7,0.666667
407,318.0,64,45.5,0.666667
408,318.666667,64,45.8,0.666667
409,320.0,64,46.4,0.666667
410,320.666667,64,41.0,1.333334
411,322.0,64,43.0,0.666667
412,322.666667,64,38.6,0.666667
413,323.333333,64,45.0,0.666667
414,324.0,64,46.0,0.666667
415,325.333333,64,43.1,0.666667
416,326.666667,64,40.0,0.666667
417,327.333333,64,40.6,0.666667
418,328.0,64,41.6,0.666667
419,328.666667,64,38.3,0.666667
420,329.333333,64,38.6,0.666667
421,330.0,64,43.0,0.666667
422,330.666667,64,43.1,0.666667
423,331.333333,64,45.0,0.666667
424,332.666667,64,50.2,0.666667
425,333.333333,64,47.5,0.666667
426,334.666667,64,52.6,0.666667
427,335.333333,64,47.6,0.666667
428,336.0,64,46.0,0.666667
429,336.666667,64,49.0,0.666667
430,337.333333,64,48.2,0.666667
431,338.0,64,47.8,0.666667
432,338.666667,64,47.9,0.666667
433,339.333333,64,43.1,0.666667
434,340.0,64,43.0,0.666667
435,340.666667,64,38.0,1.333334
436,342.0,64,38.6,0.666667
437,342.666667,64,45.0,0.666667
438,343.333333,64,45.4,0.666667
439,344.0,64,36.8,0.666667
440,344.666667,64,45.5,0.666667
441,345.333333,64,45.8,0.666667
442,346.666667,64,44.5,0.666667
443,347.333333,64,36.5,0.666667
444,348.666667,64,40.6,0.666667
445,349.333333,64,38.2,0.666667
446,350.0,64,47.5,0.666667
447,350.666667,64,47.6,0.666667
448,352.0,64,47.9,0.666667
449,353.333333,64,47.5,0.666667
450,354.0,64,38.2,0.666667
451,354.666667,64,39.2,0.666667
452,355.333333,64,36.2,0.666667
453,356.0,64,36.5,0.666667
454,356.666667,64,40.6,0.666667
455,357.333333,64,38.2,0.666667
456,358.0,64,45.0,0.666667
457,358.666667,64,43.4,0.666667
458,359.333333,64,47.8,0.666667
459,360.0,64,46.4,0.666667
460,361.333333,64,38.0,0.666667
461,362.0,64,43.4,0.666667
462,362.666667,64,46.4,0.666667
463,363.333333,64,50.9,0.666667
464,364.0,64,50.6,0.666667
465,364.666667,64,45.4,0.666667
466,365.333333,64,45.0,0.666667
467,366.0,64,41.0,0.666667
468,366.666667,64,47.8,0.666667
469,367.333333,64,41.0,0.666667
470,368.0,64,44.0,0.666667
471,368.666667,64,38.9,0.666667
472,369.333333,64,41.0,0.666667
473,370.0,64,43.0,0.666667
474,370.666667,64,46.4,0.666667
475,371.333333,64,43.4,0.666667
476,372.0,64,43.7,0.666667
477,373.333333,64,45.5,0.666667
478,374.0,64,41.0,0.666667
479,374.666667,64,36.5,0.666667
480,375.333333,64,38.2,0.666667
481,376.0,64,44.0,0.666667
482,376.666667,64,38.6,0.666667
483,377.333333,64,47.8,0.666667
484,378.666667,64,39.2,0.666667
485,380.0,64,45.0,0.666667
486,380.666667,64,40.6,0.666667
487,381.333333,64,41.6,0.666667
488,382.0,64,41.0,0.666667
489,382.666667,64,40.7,0.666667
490,383.333333,64,38.2,0.666667
491,384.0,64,47.9,0.666667
492,384.666667,64,45.0,0.666667
493,386.0,64,43.0,1.333334
494,388.0,64,38.2,0.666667
495,388.666667,64,46.1,0.666667
496,389.333333,64,38.9,0.666667
497,390.0,64,36.5,0.666667
498,390.666667,64,45.8,0.666667
499,391.333333,64,45.4,0.666667
500,392.0,64,45.5,0.666667
501,392.666667,64,36.2,1.333334
502,394.0,64,36.5,0.666667
503,394.666667,64,45.5,0.666667
504,395.333333,64,38.6,0.666667
505,396.0,64,45.0,0.666667
506,396.666667,64,47.8,0.666667
507,397.333333,64,46.4,0.666667
508,398.0,64,45.8,0.666667
509,398.666667,64,45.5,0.666667
510,400.0,64,44.0,0.666667
511,400.666667,64,38.6,0.666667
512,402.0,64,38.2,0.666667
513,402.666667,64,44.0,0.666667
514,403.333333,64,38.6,0.666667
515,404.0,64,46.0,0.666667
516,405.333333,64,44.0,0.666667
517,406.666667,64,47.5,0.666667
518,407.333333,64,40.6,0.666667
519,408.0,64,46.4,0.666667
520,408.666667,64,48.2,0.666667
521,409.333333,64,47.9,0.666667
522,410.0,64,47.8,0.666667
523,410.666667,64,47.9,0.666667
524,411.333333,64,45.0,0.666667
525,412.0,64,41.0,0.666667
526,412.666667,64,43.0,0.666667
527,413.333333,64,43.4,0.666667
528,414.666667,64,45.5,1.333334
529,416.0,64,46.4,0.666667
530,416.666667,64,44.5,0.666667
531,417.333333,64,38.9,0.666667
532,418.0,64,45.4,0.666667
533,418.666667,64,36.5,0.666667
534,419.333333,64,43.4,1.333334
535,420.666667,64,43.1,0.666667
536,421.333333,64,36.2,0.666667
537,422.0,64,41.0,0.666667
538,422.666667,64,38.6,0.666667
539,423.333333,64,47.8,0.666667
540,424.0,64,38.3,0.666667
541,424.666667,64,41.0,0.666667
542,425.333333,64,40.7,0.666667
543,426.666667,64,38.0,0.666667
544,427.333333,64,40.4,0.666667
545,428.0,64,41.0,0.666667
546,428.666667,64,43.0,0.666667
547,429.333333,64,40.4,0.666667
548,430.666667,64,46.0,0.666667
549,432.0,64,48.8,0.666667
550,433.333333,64,49.0,0.666667
551,434.0,64,45.4,1.333334
552,435.333333,64,48.2,0.666667
553,436.0,64,48.5,0.666667
554,436.666667,64,50.2,0.666667
555,437.333333,64,56.0,0.666667
556,438.0,64,57.0,0.666667
557,439.333333,64,59.8,0.666667
558,440.0,64,48.8,0.666667
559,441.333333,64,50.9,0.666667
560,442.0,64,57.5,0.666667
561,442.666667,64,58.0,0.666667
562,443.333333,64,55.7,0.666667
563,444.0,64,57.8,0.666667
564,444.666667,64,50.2,0.666667
565,445.333333,64,58.4,0.666667
566,446.0,64,53.0,0.666667
567,446.666667,64,55.4,0.666667
568,447.333333,64,59.9,0.666667
569,448.0,64,51.2,0.666667
570,448.666667,64,50.0,0.666667
571,449.333333,64,57.0,0.666667
572,450.0,64,52.6,0.666667
573,450.666667,64,56.0,0.666667
574,451.333333,64,55.4,0.666667
575,452.0,64,55.7,0.666667
576,453.333333,64,57.0,0.666667
577,454.0,64,53.0,0.666667
578,455.333333,64,52.6,0.666667
579,456.0,64,51.2,0.666667
580,456.666667,64,57.0,0.666667
581,457.333333,64,58.0,0.666667
582,458.666667,64,58.0,0.666667
583,460.0,64,57.5,0.666667
584,460.666667,64,50.2,0.666667
585,461.333333,64,53.599999999999994,0.666667
586,462.0,64,55.7,0.666667
587,462.666667,64,55.4,0.666667
588,463.333333,64,52.6,0.666667
589,464.0,64,57.8,0.666667
590,464.666667,64,57.0,0.666667
591,465.333333,64,50.6,0.666667
592,466.0,64,59.8,0.666667
593,466.666667,64,56.0,0.666667
594,468.0,64,53.0,0.666667
595,468.666667,64,47.6,0.666667
596,469.333333,64,43.4,0.666667
597,470.0,64,44.5,0.666667
598,470.666667,64,38.6,0.666667
599,471.333333,64,45.4,0.666667
600,472.0,64,45.0,0.666667
601,472.666667,64,38.9,0.666667
602,473.333333,64,45.4,0.666667
603,474.0,64,38.0,0.666667
604,474.666667,64,46.4,0.666667
605,475.333333,64,38.6,0.666667
606,476.0,64,41.0,0.666667
607,476.666667,64,43.0,0.666667
608,477.333333,64,41.3,0.666667
609,478.0,64,36.5,0.666667
610,478.666667,64,36.2,0.666667
611,480.0,64,47.5,0.666667
612,480.666667,64,41.0,0.666667
613,481.333333,64,38.6,0.666667
614,482.0,64,40.6,0.666667
615,482.666667,64,36.8,0.666667
616,483.333333,64,44.5,0.666667
617,484.0,64,45.4,0.666667
618,485.333333,64,45.4,0.666667
619,486.666667,64,43.0,1.333334
620,488.0,64,45.5,0.666667
621,488.666667,64,43.7,0.666667
622,489.333333,64,43.4,0.666667
623,490.0,64,43.0,0.666667
624,490.666667,64,45.5,0.666667
625,491.333333,64,45.0,0.666667
626,492.666667,64,45.4,0.666667
627,493.333333,64,44.5,0.666667
628,494.666667,64,43.0,0.666667
629,495.333333,64,47.6,0.666667
630,496.0,64,43.7,0.666667
631,496.666667,64,47.5,0.666667
632,497.333333,64,38.3,0.666667
633,498.0,64,47.8,0.666667
634,498.666667,64,38.6,0.666667
635,499.333333,64,38.9,0.666667
636,500.0,64,47.8,0.666667
637,500.666667,64,38.0,0.666667
638,501.333333,64,36.8,0.666667
639,502.0,64,38.6,0.666667
640,502.666667,64,45.0,0.666667
641,503.333333,64,43.1,0.666667
642,504.0,64,46.4,0.666667
643,504.666667,64,36.5,0.666667
644,505.333333,64,36.2,0.666667
645,506.666667,64,36.5,1.333334
646,508.666667,64,38.2,0.666667
647,509.333333,64,47.9,0.666667
648,510.0,64,41.0,0.666667
649,510.666667,64,45.5,0.666667
650,512.0,64,44.0,0.666667
651,513.333333,64,47.9,0.666667
652,514.0,64,47.8,0.666667
653,514.666667,64,50.0,0.666667
654,515.333333,64,53.3,0.666667
655,516.0,64,53.0,0.666667
656,516.666667,64,57.4,0.666667
657,517.333333,64,57.5,0.666667
658,518.0,64,57.0,0.666667
659,518.666667,64,55.1,0.666667
660,519.333333,64,57.4,0.666667
661,520.0,64,58.4,0.666667
662,521.333333,64,55.1,0.666667
663,522.0,64,55.4,0.666667
664,522.666667,64,58.4,0.666667
665,523.333333,64,48.5,0.666667
666,524.0,64,53.0,0.666667
667,524.666667,64,55.0,0.666667
668,525.333333,64,48.8,0.666667
669,526.0,64,48.5,0.666667
670,526.666667,64,48.2,0.666667
671,527.333333,64,53.0,1.333334
672,528.666667,64,50.9,0.666667
673,529.333333,64,45.5,0.666667
674,530.0,64,40.6,0.666667
675,530.666667,64,46.4,0.666667
676,531.333333,64,46.1,0.666667
677,532.0,64,45.8,0.666667
678,533.333333,64,44.5,0.666667
679,534.0,64,41.0,0.666667
680,534.666667,64,40.4,0.666667
681,535.333333,64,38.2,0.666667
682,536.0,64,44.0,0.666667
683,536.666667,64,40.4,0.666667
684,537.333333,64,46.0,0.666667
685,538.666667,64,44.0,0.666667
686,540.0,64,41.0,0.666667
687,540.666667,64,47.8,0.666667
